dataset,model,task_type,rmse,mae,r2,pearson_r,pearson_p,spearman_rho,ci
davis,InterGNN,regression,59.67161178588867,45.4478759765625,-3001.318115234375,0.12895960447460553,2.6318027618321693e-11,0.17395294516344137,0.5523367912410222
davis,GCN,regression,1.0018911361694336,0.7909868359565735,0.15362626314163208,0.4146635466229327,0.0,0.1922286579877685,0.5051763110903619
davis,GIN,regression,1.1154121160507202,0.768196165561676,-0.049039483070373535,0.3732672158130299,0.0,0.11703581443713715,0.45682890610369503
